date,list_id,list_name,subscribers,open_rate,click_rate,unsub_rate,revenue
2026-06-30,list_002,Product Launches,8000,0.201,0.0399,0.0033,553.58
2026-06-30,list_003,Newsletter Digest,22000,0.163,0.0511,0.0041,700.29
2026-06-30,list_004,VIP Buyers,3000,0.285,0.0692,0.0024,218.8
2026-07-01,list_001,Weekly Deals,15000,0.27,0.069,0.0026,926.88
2026-07-01,list_002,Product Launches,8000,0.235,0.0545,0.0047,538.16
2026-07-01,list_003,Newsletter Digest,22000,0.359,0.0514,0.0017,1771.65
2026-07-01,list_004,VIP Buyers,3000,0.259,0.093,0.0013,228.49
2026-07-02,list_001,Weekly Deals,15000,0.297,0.1138,0.0025,3290.64
2026-07-02,list_002,Product Launches,8000,0.239,0.0326,0.0034,146.16
2026-07-02,list_003,Newsletter Digest,22000,0.201,0.0799,0.002,2160.14
2026-07-02,list_004,VIP Buyers,3000,0.194,0.0537,0.0013,296.65
